batch,trans_date_trans_time,cc_num,merchant,category,amt,fraud_score
212,2020-11-15 23:38:43,378006354724784,fraud_Schmidt and Sons,shopping_net,192.01,0.9842
214,2020-11-28 22:42:01,676275912597,fraud_Lemke-Gutmann,shopping_net,192.01,0.9872
216,2020-09-17 00:36:52,342952484382519,fraud_Cole PLC,grocery_pos,192.01,0.8926
216,2020-12-04 22:50:34,4658117080136,fraud_Schuppe, Nolan and Hoeger,shopping_pos,192.01,0.3653
216,2020-12-14 12:29:04,377550167323848,fraud_Herman, Treutel and Dickens,misc_net,192.01,0.8256
216,2020-11-23 03:22:59,3598215285024754,fraud_Heller, Gutmann and Zieme,grocery_pos,192.01,0.5421
216,2020-09-24 01:08:52,30270432095985,fraud_Labadie, Treutel and Bode,shopping_net,192.01,0.967
216,2020-11-09 23:58:53,2475085306462014,fraud_Zboncak, Rowe and Murazik,shopping_net,192.01,0.9629
218,2020-10-15 22:55:52,3527063666782582,fraud_Goyette Inc,shopping_net,192.01,0.9811
220,2020-08-23 23:48:12,30560609640617,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.9902
220,2020-08-06 02:27:05,4518350514020532,fraud_Koelpin and Sons,misc_net,192.01,0.3616
220,2020-10-04 22:58:05,347399333635231,fraud_Nienow, Ankunding and Collier,misc_pos,8.29,0.9954
221,2020-12-04 23:03:25,630423337322,fraud_Wuckert, Wintheiser and Friesen,home,192.01,0.4198
222,2020-10-25 22:41:26,4883407061576,fraud_Medhurst PLC,shopping_net,192.01,0.9882
222,2020-08-07 02:44:10,4518350514020532,fraud_Donnelly PLC,misc_net,192.01,0.422
223,2020-08-27 22:16:09,3563837241599446,fraud_Moore, Dibbert and Koepp,misc_net,192.01,0.8675
224,2020-10-15 01:19:31,3527063666782582,fraud_Pacocha-O'Reilly,grocery_pos,192.01,0.8707
224,2020-07-23 23:05:05,4195740185974,fraud_Lemke-Gutmann,shopping_net,192.01,0.9906
226,2020-06-30 00:16:08,571844099986,fraud_Schoen, Kuphal and Nitzsche,grocery_pos,192.01,0.9155
226,2020-10-25 23:32:34,4295296907373,fraud_Langworth, Boehm and Gulgowski,shopping_net,192.01,0.9614
226,2020-08-21 22:20:25,372382441451095,fraud_Schmeler, Bashirian and Price,shopping_net,192.01,0.9859
228,2020-09-13 18:13:25,213161293389774,fraud_Stamm-Witting,shopping_net,192.01,0.7107
228,2020-11-17 00:03:22,4044436772018844508,fraud_Cartwright-Harris,grocery_pos,192.01,0.9035
228,2020-12-15 22:25:50,180040027502291,fraud_Stanton, Jakubowski and Baumbach,shopping_net,192.01,0.9715
228,2020-08-13 00:10:05,2235613922823698,fraud_Gottlieb, Considine and Schultz,shopping_net,192.01,0.9655
228,2020-07-11 03:22:29,6011399591920186,fraud_Dickinson-Rempel,misc_pos,192.01,0.9277
229,2020-07-19 02:32:29,3534330126107879,fraud_Schoen, Kuphal and Nitzsche,grocery_pos,192.01,0.9914
230,2020-07-22 00:39:35,4797297220948468262,fraud_McCullough LLC,misc_pos,192.01,0.9289
232,2020-09-14 00:18:57,4586260469584,fraud_Kovacek, Dibbert and Ondricka,grocery_pos,192.01,0.9374
232,2020-10-25 07:35:06,4599285557366057,fraud_Robel, Cummerata and Prosacco,gas_transport,10.36,0.9644
232,2020-11-06 23:42:18,30491348102802,fraud_Rempel Inc,shopping_net,192.01,0.987
233,2020-07-28 01:46:15,30290551782700,fraud_Hudson-Ratke,grocery_pos,192.01,0.9914
236,2020-07-06 22:44:38,4462038234743679432,fraud_Boyer-Reichert,shopping_net,192.01,0.9871
237,2020-11-08 22:24:48,2475085306462014,fraud_Altenwerth, Cartwright and Koss,shopping_net,192.01,0.9554
238,2020-10-15 02:32:37,30042378430132,fraud_Bednar Group,misc_net,192.01,0.4685
240,2020-09-09 18:25:42,570273151375,fraud_Huel Ltd,misc_net,192.01,0.5242
240,2020-11-09 23:36:16,4169388510116,fraud_Schmitt Ltd,misc_net,192.01,0.9858
240,2020-10-31 03:44:52,376012912828093,fraud_Bogisich Inc,grocery_pos,192.01,0.9965
240,2020-10-17 22:15:31,30570197515105,fraud_Kerluke, Considine and Macejkovic,misc_net,192.01,0.9921
242,2020-09-22 01:11:51,60487002085,fraud_Moen, Reinger and Murphy,grocery_pos,192.01,0.9632
242,2020-08-27 22:46:14,4481131401752,fraud_Jast Ltd,shopping_net,192.01,0.8373
242,2020-08-25 00:23:25,4512828414983801773,fraud_Bashirian Group,shopping_net,192.01,0.9682
242,2020-10-05 23:07:29,2297447006766555,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9801
243,2020-11-15 21:00:42,378006354724784,fraud_Huel, Hammes and Witting,grocery_pos,192.01,0.9705
243,2020-08-11 12:11:13,2284059275940012,fraud_Roob, Conn and Tremblay,shopping_pos,192.01,0.7747
243,2020-08-20 23:19:57,372382441451095,fraud_Medhurst PLC,shopping_net,192.01,0.9878
243,2020-09-09 22:05:06,570273151375,fraud_Bauch-Raynor,grocery_pos,192.01,0.9807
246,2020-07-11 01:33:31,6011399591920186,fraud_Bogisich Inc,grocery_pos,192.01,0.9061
246,2020-10-15 23:35:28,3527063666782582,fraud_Huel Ltd,misc_net,192.01,0.9752
246,2020-08-05 10:58:17,4727244663135968,fraud_McDermott-Weimann,grocery_pos,192.01,0.6515
246,2020-11-19 05:46:09,6538441737335434,fraud_Parisian and Sons,gas_transport,7.86,0.9595
248,2020-11-04 22:16:20,2229378226512508,fraud_Stanton, Jakubowski and Baumbach,shopping_net,192.01,0.9834
249,2020-08-06 00:14:23,4518350514020532,fraud_Nader-Heller,misc_net,192.01,0.3616
250,2020-10-08 23:43:26,6597248210463122,fraud_Schumm PLC,shopping_net,192.01,0.9916
250,2020-07-20 23:16:26,4225990116481262579,fraud_Greenholt, O'Hara and Balistreri,shopping_net,192.01,0.9915
250,2020-08-22 00:57:48,30560609640617,fraud_DuBuque LLC,grocery_pos,192.01,0.9253
250,2020-07-18 22:10:31,3534330126107879,fraud_Kerluke-Abshire,shopping_net,192.01,0.9426
252,2020-07-18 22:09:38,2454076758463217,fraud_Zboncak, Rowe and Murazik,shopping_net,192.01,0.9875
252,2020-12-08 22:00:27,213180742685905,fraud_Lemke-Gutmann,shopping_net,192.01,0.9803
252,2020-12-08 23:58:43,213180742685905,fraud_Boyer-Reichert,shopping_net,192.01,0.9789
252,2020-07-26 03:42:42,38014427445058,fraud_Barton Inc,grocery_pos,192.01,0.9549
252,2020-11-08 23:42:16,2475085306462014,fraud_Rempel Inc,shopping_net,192.01,0.9563
256,2020-10-31 00:20:58,376012912828093,fraud_Barton Inc,grocery_pos,192.01,0.9965
256,2020-08-22 22:02:37,30560609640617,fraud_Bogisich-Homenick,misc_net,192.01,0.9906
257,2020-07-11 22:49:05,4412720572684931,fraud_Bauch-Blanda,entertainment,192.01,0.5243
257,2020-11-24 23:56:07,4972228199573984,fraud_Moen, Reinger and Murphy,grocery_pos,192.01,0.9841
259,2020-09-17 01:29:13,342952484382519,fraud_Kuhic, Bins and Pfeffer,shopping_net,192.01,0.9675
260,2020-06-29 23:28:28,571844099986,fraud_Sawayn PLC,shopping_pos,192.01,0.9792
260,2020-12-02 22:46:37,3588001568691267,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9786
260,2020-11-01 00:54:51,4026222041577,fraud_Lemke-Gutmann,shopping_net,192.01,0.9506
262,2020-06-29 01:17:03,4761403817546679245,fraud_Lemke-Gutmann,shopping_net,192.01,0.9738
262,2020-11-20 22:04:45,30235268718158,fraud_Auer-West,shopping_net,192.01,0.6986
262,2020-10-15 22:49:25,3527063666782582,fraud_Reichert, Shanahan and Hayes,shopping_net,192.01,0.9811
263,2020-11-26 00:35:38,5410056176712193,fraud_Rowe, Batz and Goodwin,grocery_pos,192.01,0.9719
263,2020-11-19 02:14:23,4066595222529,fraud_Huel, Hammes and Witting,grocery_pos,192.01,0.9395
266,2020-11-09 23:18:09,2475085306462014,fraud_Rau and Sons,grocery_pos,192.01,0.9865
268,2020-08-12 01:17:20,343746486082492,fraud_Schumm, Bauch and Ondricka,grocery_pos,192.01,0.887
268,2020-11-27 23:55:15,676275912597,fraud_Mante Group,misc_net,192.01,0.9561
271,2020-09-17 23:53:01,30029052116970,fraud_Lynch Ltd,shopping_pos,192.01,0.6941
274,2020-09-29 02:24:38,6011477612335392,fraud_Lockman, West and Runte,grocery_pos,192.01,0.9878
276,2020-08-08 02:13:59,376445266762684,fraud_Pacocha-Bauch,shopping_pos,192.01,0.9575
276,2020-09-18 23:45:20,30029052116970,fraud_Stanton, Jakubowski and Baumbach,shopping_net,192.01,0.7746
278,2020-10-04 23:26:26,2297447006766555,fraud_Heathcote, Yost and Kertzmann,shopping_net,192.01,0.9801
279,2020-10-31 22:47:45,4026222041577,fraud_Hilpert-Conroy,kids_pets,20.67,0.3633
280,2020-09-05 03:05:14,3550412175018089,fraud_Koepp-Parker,grocery_pos,192.01,0.999
281,2020-10-15 02:24:35,3501942333500073,fraud_Kovacek, Dibbert and Ondricka,grocery_pos,192.01,0.9919
282,2020-12-15 23:54:19,180040027502291,fraud_Mayert Group,shopping_pos,192.01,0.9801
284,2020-08-19 23:28:11,4981132848794,fraud_Bashirian Group,shopping_net,192.01,0.992
284,2020-10-02 00:09:02,4710826438164847414,fraud_Hackett-Lueilwitz,grocery_pos,192.01,0.9222
286,2020-08-22 02:33:34,36581538659449,fraud_Hayes, Marquardt and Dibbert,misc_net,192.01,0.6543
286,2020-12-21 00:21:23,4716561796955522,fraud_Miller-Hauck,grocery_pos,192.01,0.9145
286,2020-11-25 23:22:09,4505383113689,fraud_Jones, Sawayn and Romaguera,misc_net,192.01,0.9881
286,2020-10-31 02:13:52,376012912828093,fraud_Huels-Nolan,gas_transport,12.21,0.9868
288,2020-08-07 02:23:57,375082648741747,fraud_Torp-Labadie,gas_transport,13.63,0.9861
288,2020-11-23 22:05:47,4972228199573984,fraud_Klocko LLC,misc_net,192.01,0.9925
289,2020-06-27 01:14:25,6544734391390261,fraud_Koss and Sons,gas_transport,11.82,0.9855
292,2020-09-07 23:54:27,30082025922891,fraud_Osinski Inc,personal_care,2.28,0.4072
292,2020-09-27 00:55:32,372965408103277,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.9981
294,2020-06-26 09:31:33,6544734391390261,fraud_Kunze Inc,grocery_pos,192.01,0.7677
295,2020-09-08 22:49:57,4623560839669,fraud_Bahringer, Schoen and Corkery,shopping_pos,192.01,0.9818
295,2020-09-08 23:50:48,570273151375,fraud_Jast-McDermott,shopping_pos,192.01,0.9836
297,2020-07-08 23:26:41,3500969075198072,fraud_Reichert, Shanahan and Hayes,shopping_net,192.01,0.3627
297,2020-08-08 00:13:06,4476840372112,fraud_Tillman, Dickinson and Labadie,gas_transport,8.3,0.9866
297,2020-11-13 22:16:05,30487648872433,fraud_Streich, Dietrich and Barton,shopping_net,192.01,0.9903
298,2020-08-02 02:32:32,3577794103155425,fraud_Cartwright-Harris,grocery_pos,192.01,0.9571
298,2020-08-24 00:26:17,4658490815480264,fraud_Schamberger-O'Keefe,grocery_pos,192.01,0.9048
299,2020-10-27 20:29:57,573283817795,fraud_Goyette Inc,shopping_net,192.01,0.8839
299,2020-11-03 23:17:09,4244953610136705533,fraud_Gottlieb, Considine and Schultz,shopping_net,192.01,0.9743
301,2020-07-21 23:09:48,4797297220948468262,fraud_Cole, Hills and Jewess,home,192.01,0.474
302,2020-12-28 19:27:52,4044436772018844508,fraud_Quitzon, Green and Bashirian,shopping_pos,192.01,0.6208
302,2020-07-08 23:24:56,4713464490314802,fraud_Rodriguez, Yost and Jenkins,misc_net,192.01,0.9612
302,2020-07-20 00:11:43,375534208663984,fraud_Heller, Gutmann and Zieme,grocery_pos,192.01,0.9916
302,2020-07-09 22:30:55,503851367360,fraud_Pouros-Haag,shopping_pos,192.01,0.9936
303,2020-08-27 21:07:14,6011975266774121,fraud_Hudson-Ratke,grocery_pos,192.01,0.6545
304,2020-11-13 00:48:07,30242921189660,fraud_Kuhic Inc,grocery_pos,192.01,0.9046
304,2020-10-05 01:11:45,30011465039817,fraud_Rempel Inc,shopping_net,192.01,0.9519
306,2020-09-23 23:31:05,586100864972,fraud_Stehr, Jewess and Schimmel,misc_net,192.01,0.9925
307,2020-11-06 22:52:25,4170689372027579,fraud_Gerlach Inc,shopping_net,192.01,0.4456
308,2020-11-27 09:41:41,3587044315915002,fraud_Schmitt Inc,gas_transport,9.5,0.9622
308,2020-12-19 00:16:11,374125201044065,fraud_Cartwright-Harris,grocery_pos,192.01,0.984
308,2020-10-18 23:55:50,378858024506425,fraud_Bahringer, Schoen and Corkery,shopping_pos,192.01,0.9871
308,2020-10-25 23:06:13,4883407061576,fraud_Kassulke PLC,shopping_net,192.01,0.9882
310,2020-08-25 22:26:37,4119762878330989,fraud_Torphy-Goyette,shopping_pos,192.01,0.9837
310,2020-09-23 02:56:25,60487002085,fraud_McGlynn-Heathcote,misc_net,192.01,0.4234
312,2020-06-26 23:56:16,4755696071492,fraud_Kozey-Boehm,shopping_net,192.01,0.4925
312,2020-09-04 22:14:39,4417677808209716,fraud_Kozey-Boehm,shopping_net,192.01,0.7145
314,2020-07-26 23:33:40,38014427445058,fraud_Kutch and Sons,grocery_pos,192.01,0.9841
314,2020-07-06 03:29:11,4462038234743679432,fraud_Tillman, Dickinson and Labadie,gas_transport,23.11,0.7118
314,2020-11-18 22:53:34,4066595222529,fraud_Flatley-Durgan,misc_net,192.01,0.9878
315,2020-07-28 22:38:43,30290551782700,fraud_Kerluke PLC,misc_net,192.01,0.9908
315,2020-09-09 22:40:42,4173950183554608,fraud_Gerlach Inc,shopping_net,192.01,0.7193
318,2020-12-01 01:42:02,4044436772018844508,fraud_DuBuque LLC,grocery_pos,192.01,0.8816
319,2020-11-05 22:21:55,30491348102802,fraud_Mohr-Bayer,shopping_net,192.01,0.9863
321,2020-07-23 01:24:03,4961003488432306,fraud_Schmitt Inc,gas_transport,21.45,0.7596
323,2020-09-24 22:38:50,586100864972,fraud_Durgan-Auer,misc_net,192.01,0.9924
325,2020-12-29 00:46:58,3518234918950662,fraud_Kiehn Inc,grocery_pos,192.01,0.4726
327,2020-12-12 00:45:27,4607072969078276,fraud_Schumm, Bauch and Ondricka,grocery_pos,192.01,0.9293
328,2020-12-05 01:44:23,630423337322,fraud_Turner and Sons,shopping_pos,192.01,0.9579
328,2020-10-11 01:41:01,5456712664803820,fraud_Lockman, West and Runte,grocery_pos,192.01,0.4022
328,2020-08-13 22:32:12,3583793405872580,fraud_Mayert Group,shopping_pos,192.01,0.757
329,2020-09-12 22:02:32,213161293389774,fraud_Nader-Heller,misc_net,192.01,0.9824
330,2020-12-21 02:02:00,4716561796955522,fraud_Huel, Hammes and Witting,grocery_pos,192.01,0.9138
331,2020-11-10 22:55:30,4103158249977,fraud_Altenwerth, Cartwright and Koss,shopping_net,192.01,0.9828
331,2020-11-25 01:17:39,30546453310167,fraud_Bernhard Inc,gas_transport,7.58,0.9888
332,2020-10-24 23:08:17,3543299015720986,fraud_Kutch-Ferry,home,192.01,0.7643
334,2020-08-01 22:03:08,2285066385084291,fraud_Price Inc,shopping_net,192.01,0.8823
335,2020-10-05 00:30:12,2297447006766555,fraud_Hackett-Lueilwitz,grocery_pos,192.01,0.8965
335,2020-07-08 12:15:23,4713464490314802,fraud_Bauch-Raynor,grocery_pos,192.01,0.9473
340,2020-10-18 00:12:31,378858024506425,fraud_Goodwin-Nitzsche,grocery_pos,192.01,0.9208
340,2020-08-13 23:01:29,374497717543058,fraud_Botsford Ltd,shopping_pos,192.01,0.9808
340,2020-06-26 22:05:20,4294040533480516,fraud_Nitzsche, Kessler and Wolff,shopping_pos,192.01,0.4448
341,2020-08-07 00:03:32,376445266762684,fraud_Spencer-Runolfsson,misc_pos,192.01,0.9219
344,2020-07-18 22:31:56,2454076758463217,fraud_Conroy Ltd,shopping_pos,192.01,0.9676
345,2020-06-30 03:59:50,3586008444788268,fraud_Effertz, Welch and Schowalter,entertainment,192.01,0.9084
345,2020-10-05 01:16:50,2297447006766555,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.9258
345,2020-09-27 22:33:42,4178097073221156,fraud_Witting, Beer and Ernser,home,192.01,0.3714
346,2020-09-08 23:46:04,570273151375,fraud_Schmidt and Sons,shopping_net,192.01,0.9873
346,2020-08-27 00:50:04,3563837241599446,fraud_Raynor, Reinger and Hagenes,gas_transport,11.0,0.9868
348,2020-11-06 03:39:11,38859492057661,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.9972
348,2020-08-20 03:49:31,375974680629816,fraud_Kassulke PLC,shopping_net,192.01,0.9642
350,2020-10-04 18:49:00,3585052663373890,fraud_Kihn, Abernathy and Douglas,shopping_net,192.01,0.9711
350,2020-10-17 03:42:30,4306586894261180,fraud_Robel, Cummerata and Prosacco,gas_transport,9.3,0.9849
352,2020-07-15 02:42:23,3579200383632826,fraud_Schmitt Inc,gas_transport,10.13,0.9893
354,2020-06-29 22:10:42,3528231451607350,fraud_Dooley Inc,shopping_pos,192.01,0.9902
355,2020-07-04 23:44:03,3589255887819806,fraud_Schmitt Ltd,misc_net,192.01,0.5799
356,2020-10-07 22:26:49,344342339068828,fraud_Nader-Heller,misc_net,192.01,0.9862
356,2020-07-21 23:28:47,3583793405872580,fraud_Bernier, Volkman and Hoeger,misc_net,192.01,0.7951
356,2020-12-13 23:14:00,377550167323848,fraud_Zemlak Group,misc_net,192.01,0.9829
358,2020-10-25 22:23:29,4599285557366057,fraud_Hoppe, Harris and Bednar,entertainment,192.01,0.8586
359,2020-11-08 23:27:03,2475085306462014,fraud_Baumbach, Hodkiewicz and Walsh,shopping_pos,192.01,0.9093
359,2020-07-22 22:52:00,4195740185974,fraud_Jast Ltd,shopping_net,192.01,0.9906
360,2020-07-20 23:35:37,4428780983793657331,fraud_Kerluke-Abshire,shopping_net,192.01,0.9846
361,2020-07-23 22:06:29,4195740185974,fraud_Kerluke, Considine and Macejkovic,misc_net,192.01,0.9875
362,2020-12-01 01:17:53,30266994494236,fraud_Gutmann-Upton,misc_pos,192.01,0.9335
364,2020-10-25 20:43:20,4295296907373,fraud_Bednar Group,misc_net,192.01,0.9617
364,2020-08-22 23:14:47,30560609640617,fraud_Stracke-Lemke,grocery_pos,192.01,0.984
365,2020-07-26 23:25:09,38014427445058,fraud_Doyle Ltd,grocery_pos,192.01,0.9841
365,2020-10-31 23:38:39,4087542780207162,fraud_Boyer PLC,shopping_net,192.01,0.9904
366,2020-10-28 22:04:27,676281772837,fraud_Miller-Hauck,grocery_pos,192.01,0.9814
366,2020-06-28 23:28:24,3573386445588324,fraud_Miller-Harris,misc_net,192.01,0.9847
368,2020-07-21 22:24:16,4225990116481262579,fraud_Strosin-Cruickshank,grocery_pos,192.01,0.9874
370,2020-08-25 01:17:27,4119762878330989,fraud_Huel, Hammes and Witting,grocery_pos,192.01,0.9287
370,2020-08-25 23:52:04,4119762878330989,fraud_Donnelly PLC,misc_net,192.01,0.9881
371,2020-09-12 22:09:46,3573030041201292,fraud_Abshire PLC,entertainment,192.01,0.506
371,2020-11-12 03:15:44,30242921189660,fraud_Kuvalis Ltd,gas_transport,23.69,0.4535
372,2020-09-04 02:39:34,4417677808209716,fraud_Runolfsson and Sons,grocery_net,9.05,0.842
372,2020-12-08 03:35:03,213180742685905,fraud_Wolf Inc,grocery_pos,192.01,0.9051
373,2020-07-30 23:20:10,4352307151555405069,fraud_Kuhic LLC,shopping_net,192.01,0.9906
373,2020-10-15 22:37:48,3524574586339330,fraud_Medhurst Inc,home,192.01,0.4242
373,2020-07-18 18:43:58,2454076758463217,fraud_Koepp-Parker,grocery_pos,192.01,0.966
373,2020-09-13 22:34:23,4586260469584,fraud_Stehr, Jewess and Schimmel,misc_net,192.01,0.9845
374,2020-12-06 22:14:02,3564182536169293,fraud_Friesen Inc,shopping_pos,192.01,0.9903
376,2020-10-04 01:54:21,30510856607165,fraud_Casper, Hand and Zulauf,grocery_pos,192.01,0.9956
378,2020-10-27 23:06:55,676281772837,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9818
378,2020-11-08 22:05:37,4169388510116,fraud_Schmeler, Bashirian and Price,shopping_net,192.01,0.987
380,2020-08-25 00:47:33,4512828414983801773,fraud_Miller-Hauck,grocery_pos,192.01,0.8955
381,2020-08-04 22:28:59,4727244663135968,fraud_Kuphal-Bartoletti,misc_net,192.01,0.9866
381,2020-12-07 22:25:37,4412720572684931,fraud_Douglas, Schneider and Turner,shopping_pos,192.01,0.9896
382,2020-08-24 22:43:03,3501365119557234,fraud_Cormier, Stracke and Thiel,entertainment,192.01,0.3536
383,2020-10-24 23:08:01,4740713119940984,fraud_Strosin-Cruickshank,grocery_pos,192.01,0.9833
383,2020-11-18 23:37:56,4066595222529,fraud_Mohr-Bayer,shopping_net,192.01,0.9887
384,2020-07-19 23:10:40,3534330126107879,fraud_Jast Ltd,shopping_net,192.01,0.9409
384,2020-12-11 03:08:06,3596217206093829,fraud_Stoltenberg-Beatty,shopping_pos,192.01,0.9578
386,2020-12-13 00:42:56,4423489490781412,fraud_Kutch and Sons,grocery_pos,192.01,0.9543
386,2020-11-23 22:17:22,4972228199573984,fraud_Mohr-Bayer,shopping_net,192.01,0.9911
387,2020-11-26 00:22:35,180046165512893,fraud_Emmerich-Luettgen,grocery_net,6.97,0.8508
387,2020-12-25 00:43:45,3538520143479972,fraud_Lockman Ltd,grocery_pos,192.01,0.9406
388,2020-11-13 19:53:27,374930071163758,fraud_Donnelly PLC,misc_net,192.01,0.395
390,2020-11-10 01:29:28,3560336828629935,fraud_Brekke and Sons,gas_transport,20.75,0.9196
391,2020-08-18 03:01:28,4698163635895795,fraud_Corwin-Gorczany,misc_net,192.01,0.4454
394,2020-07-23 00:19:06,4961003488432306,fraud_Kuvalis Ltd,gas_transport,18.71,0.9069
394,2020-07-31 00:48:52,4352307151555405069,fraud_Bradtke PLC,grocery_pos,192.01,0.9976
394,2020-10-14 11:32:47,4129767952109660,fraud_Hackett-Lueilwitz,grocery_pos,192.01,0.6321
394,2020-06-30 00:27:19,571844099986,fraud_Bogisich Inc,grocery_pos,192.01,0.9161
396,2020-06-30 00:03:56,3586008444788268,fraud_Schmitt Inc,gas_transport,9.78,0.986
400,2020-08-26 22:52:30,4119762878330989,fraud_Kris-Weimann,misc_net,192.01,0.9874
402,2020-08-03 02:30:27,4725837176265195730,fraud_Cormier LLC,shopping_net,192.01,0.9514
402,2020-06-28 22:12:08,3581130339108561,fraud_Labadie, Treutel and Bode,shopping_net,192.01,0.9885
402,2020-09-04 22:17:00,341283058448499,fraud_Kuhic LLC,shopping_net,192.01,0.9913
402,2020-10-27 23:23:56,676281772837,fraud_Volkman-Predovic,shopping_net,192.01,0.9818
404,2020-06-30 00:24:48,3528231451607350,fraud_Bins-Rice,gas_transport,18.82,0.9511
404,2020-11-27 23:54:57,3513506355699497,fraud_Bashirian Group,shopping_net,192.01,0.9862
404,2020-10-25 01:12:35,4740713119940984,fraud_O'Keefe-Hudson,grocery_pos,192.01,0.9465
405,2020-12-13 02:16:56,4607072969078276,fraud_Reichert, Shanahan and Hayes,shopping_net,192.01,0.9735
406,2020-09-18 03:39:55,4798937978667559470,fraud_Bednar Group,misc_net,192.01,0.6414
406,2020-10-09 12:15:41,213199865312311,fraud_Bruen-Yost,misc_pos,50.59,0.6513
407,2020-11-09 16:58:46,2475085306462014,fraud_Schumm, Bauch and Ondricka,grocery_pos,192.01,0.8915
408,2020-10-15 05:53:35,30042378430132,fraud_Pacocha-O'Reilly,grocery_pos,192.01,0.871
409,2020-11-03 02:52:50,4244953610136705533,fraud_Mosciski, Gislason and Mertz,grocery_pos,192.01,0.9964
410,2020-07-10 23:19:01,675961917837,fraud_McGlynn-Jaskolski,misc_pos,51.07,0.9684
410,2020-10-25 08:07:15,180046617132290,fraud_McDermott-Weimann,grocery_pos,192.01,0.6846
410,2020-12-06 03:03:50,3598215285024754,fraud_Vandervort-Funk,grocery_pos,192.01,0.5397
412,2020-08-07 06:07:15,6595970453799027,fraud_Parisian and Sons,gas_transport,18.5,0.3922
413,2020-10-04 23:29:53,30510856607165,fraud_Little, Gutmann and Lynch,shopping_net,192.01,0.9901
413,2020-10-18 23:49:12,4958589671582726883,fraud_Lehner, Mosciski and King,misc_net,192.01,0.9897
413,2020-08-20 22:25:47,372382441451095,fraud_Hudson-Grady,shopping_pos,192.01,0.9788
414,2020-11-14 03:45:11,30487648872433,fraud_Cartwright-Harris,grocery_pos,192.01,0.9671
414,2020-07-30 23:38:50,4352307151555405069,fraud_Macejkovic-Lesch,shopping_pos,192.01,0.9898
415,2020-10-24 01:37:25,4740713119940984,fraud_Bauch-Raynor,grocery_pos,192.01,0.9582
418,2020-08-14 02:42:00,2235613922823698,fraud_Mohr Inc,shopping_pos,192.01,0.9586
418,2020-09-30 23:17:10,180020605265701,fraud_Larson, Quitzon and Spencer,travel,10.03,0.9901
418,2020-08-27 23:12:51,6011975266774121,fraud_Pfeffer and Sons,shopping_pos,192.01,0.9906
418,2020-09-04 23:54:40,3550412175018089,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.9899
418,2020-08-25 01:28:04,4512828414983801773,fraud_Eichmann-Russel,misc_pos,192.01,0.9245
420,2020-06-28 06:58:06,3581130339108561,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.8863
420,2020-08-23 22:15:38,577588686219,fraud_Reichert, Huels and Hoppe,shopping_net,192.01,0.4922
420,2020-08-27 23:28:41,583699482621,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.9813
420,2020-08-08 03:53:30,375082648741747,fraud_Schamberger-O'Keefe,grocery_pos,192.01,0.9141
421,2020-10-17 03:41:09,30570197515105,fraud_Moen, Reinger and Murphy,grocery_pos,192.01,0.9974
421,2020-09-16 00:37:00,3530503964418806,fraud_Ferry, Reichel and DuBuque,grocery_net,7.88,0.8508
424,2020-11-08 01:34:08,630469040731,fraud_McDermott-Weimann,grocery_pos,192.01,0.9311
424,2020-07-24 22:47:13,3534718226968689,fraud_Gulgowski LLC,home,192.01,0.7708
426,2020-09-01 14:11:00,180052752563109,fraud_Kris-Weimann,misc_net,192.01,0.6436
426,2020-09-05 02:34:32,341283058448499,fraud_McDermott-Weimann,grocery_pos,192.01,0.9826
426,2020-10-15 22:09:38,30042378430132,fraud_Sawayn PLC,shopping_pos,192.01,0.3545
429,2020-11-16 22:33:57,378006354724784,fraud_Barrows PLC,shopping_pos,192.01,0.9583
429,2020-09-17 03:47:51,3530503964418806,fraud_Rutherford-Mertz,grocery_pos,192.01,0.998
429,2020-12-05 23:53:39,3564182536169293,fraud_Kerluke, Kertzmann and Wiza,misc_net,192.01,0.9878
430,2020-12-16 23:25:10,180040027502291,fraud_Koelpin and Sons,misc_net,192.01,0.9791
430,2020-08-23 17:18:15,30560609640617,fraud_Rodriguez, Yost and Jenkins,misc_net,192.01,0.712
432,2020-10-27 23:02:39,2720433095629877,fraud_Ankunding LLC,shopping_net,192.01,0.5199
432,2020-06-24 23:06:34,180098888332620,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.9923
434,2020-10-15 23:45:07,3527063666782582,fraud_Kovacek, Dibbert and Ondricka,grocery_pos,192.01,0.9799
434,2020-08-02 22:30:14,3577794103155425,fraud_Streich, Rolfson and Wilderman,kids_pets,19.63,0.4899
436,2020-12-27 03:08:00,30270432095985,fraud_Corwin-Collins,gas_transport,23.86,0.5201
436,2020-08-22 00:42:08,30560609640617,fraud_Lockman, West and Runte,grocery_pos,192.01,0.924
437,2020-08-04 22:08:11,4725673654161314,fraud_Schmitt Ltd,misc_net,192.01,0.9825
